Starting at 2016-03-11 16:21:27.821294...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:591 Checked:31711 Candidates:402294  ((AssToFileHandler 0,9 SuspendedItem) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31712 Candidates:402293  ((ClaimSetup 0,23 Outbound) (AssToFileHandler 0,9 Suspense))
Found:591 Checked:31713 Candidates:402292  ((AssToFileHandler 0,9 Suspense) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31714 Candidates:402291  ((ClaimSetup 0,23 Outbound) (AudatexReceipt 1,3 AudatexReceipt))
Found:591 Checked:31715 Candidates:402290  ((AudatexReceipt 1,3 AudatexReceipt) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31716 Candidates:402289  ((ClaimSetup 0,23 Outbound) (AudatexReceipt 0,2 Vehicle))
Found:591 Checked:31717 Candidates:402288  ((AudatexReceipt 0,2 Vehicle) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31718 Candidates:402287  ((ClaimSetup 0,23 Outbound) (ClaimActivityLog 1,2 ClaimActivityLog))
Found:591 Checked:31719 Candidates:402286  ((ClaimActivityLog 1,2 ClaimActivityLog) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31720 Candidates:402285  ((ClaimSetup 0,23 Outbound) (ClaimActivityLog 1,2 ClaimEdited))
Found:591 Checked:31721 Candidates:402284  ((ClaimActivityLog 1,2 ClaimEdited) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31722 Candidates:402283  ((ClaimSetup 0,23 Outbound) (ClaimActivityLog 1,2 LiabilityAnalysis))
Found:591 Checked:31723 Candidates:402282  ((ClaimActivityLog 1,2 LiabilityAnalysis) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31724 Candidates:402281  ((ClaimSetup 0,23 Outbound) (ClaimActivityLog 1,2 SuspendedItem))
Found:591 Checked:31725 Candidates:402280  ((ClaimActivityLog 1,2 SuspendedItem) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31726 Candidates:402279  ((ClaimSetup 0,23 Outbound) (ClaimActivityLog 1,2 Suspense))
Found:591 Checked:31727 Candidates:402278  ((ClaimActivityLog 1,2 Suspense) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31728 Candidates:402277  ((ClaimSetup 0,23 Outbound) (ClaimClosed 0,5 Vehicle))
Found:591 Checked:31729 Candidates:402276  ((ClaimClosed 0,5 Vehicle) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31730 Candidates:402275  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,2 AssToFileHandler))
Found:591 Checked:31731 Candidates:402274  ((ClaimEdited 1,2 AssToFileHandler) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31732 Candidates:402273  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,2 ClaimActivityLog))
Found:591 Checked:31733 Candidates:402272  ((ClaimEdited 1,2 ClaimActivityLog) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31734 Candidates:402271  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,2 COPSCarAsgSentCRP))
Found:591 Checked:31735 Candidates:402270  ((ClaimEdited 1,2 COPSCarAsgSentCRP) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31736 Candidates:402269  ((ClaimSetup 0,23 Outbound) (ClaimEdited 0,2 InitialContact))
Found:591 Checked:31737 Candidates:402268  ((ClaimEdited 0,2 InitialContact) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31738 Candidates:402267  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,2 LiabilityAnalysis))
Found:591 Checked:31739 Candidates:402266  ((ClaimEdited 1,2 LiabilityAnalysis) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31740 Candidates:402265  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,5 ReviewRemFromInbox))
Found:591 Checked:31741 Candidates:402264  ((ClaimEdited 1,5 ReviewRemFromInbox) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31742 Candidates:402263  ((ClaimSetup 0,23 Outbound) (ClaimEdited 0,3 SuspendedItem))
Found:591 Checked:31743 Candidates:402262  ((ClaimEdited 0,3 SuspendedItem) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31744 Candidates:402261  ((ClaimSetup 0,23 Outbound) (ClaimEdited 1,5 Suspense))
Found:591 Checked:31745 Candidates:402260  ((ClaimEdited 1,5 Suspense) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31746 Candidates:402259  ((ClaimSetup 0,23 Outbound) (ClaimReported 1,2 AssReRouteQueue))
Found:591 Checked:31747 Candidates:402258  ((ClaimReported 1,2 AssReRouteQueue) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31748 Candidates:402257  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 AssToFileHandler))
Found:591 Checked:31749 Candidates:402256  ((ClaimReported 0,23 AssToFileHandler) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31750 Candidates:402255  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 AudatexReceipt))
Found:591 Checked:31751 Candidates:402254  ((ClaimReported 0,23 AudatexReceipt) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31752 Candidates:402253  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 ClaimActivityLog))
Found:591 Checked:31753 Candidates:402252  ((ClaimReported 0,23 ClaimActivityLog) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31754 Candidates:402251  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 ClaimEdited))
Found:591 Checked:31755 Candidates:402250  ((ClaimReported 0,23 ClaimEdited) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31756 Candidates:402249  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 COPSCarAsgSentCRP))
Found:591 Checked:31757 Candidates:402248  ((ClaimReported 0,23 COPSCarAsgSentCRP) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31758 Candidates:402247  ((ClaimSetup 0,23 Outbound) (ClaimReported 1,2 Correspondencsent))
Found:591 Checked:31759 Candidates:402246  ((ClaimReported 1,2 Correspondencsent) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31760 Candidates:402245  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,4 DocAddInProgress))
Found:591 Checked:31761 Candidates:402244  ((ClaimReported 0,4 DocAddInProgress) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31762 Candidates:402243  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,4 DocumentAdded))
Found:591 Checked:31763 Candidates:402242  ((ClaimReported 0,4 DocumentAdded) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31764 Candidates:402241  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,21 FYISent))
Found:591 Checked:31765 Candidates:402240  ((ClaimReported 0,21 FYISent) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31766 Candidates:402239  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 InitialContact))
Found:591 Checked:31767 Candidates:402238  ((ClaimReported 0,23 InitialContact) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31768 Candidates:402237  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 LiabilityAnalysis))
Found:591 Checked:31769 Candidates:402236  ((ClaimReported 0,23 LiabilityAnalysis) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31770 Candidates:402235  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 Outbound))
Found:591 Checked:31771 Candidates:402234  ((ClaimReported 0,23 Outbound) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31772 Candidates:402233  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 PartyEdited))
Found:591 Checked:31773 Candidates:402232  ((ClaimReported 0,23 PartyEdited) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31774 Candidates:402231  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 PerilActivity))
Found:591 Checked:31775 Candidates:402230  ((ClaimReported 0,23 PerilActivity) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31776 Candidates:402229  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,22 ReviewRemFromInbox))
Found:591 Checked:31777 Candidates:402228  ((ClaimReported 0,22 ReviewRemFromInbox) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31778 Candidates:402227  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 SuspendedItem))
Found:591 Checked:31779 Candidates:402226  ((ClaimReported 0,23 SuspendedItem) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31780 Candidates:402225  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 Suspense))
Found:591 Checked:31781 Candidates:402224  ((ClaimReported 0,23 Suspense) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31782 Candidates:402223  ((ClaimSetup 0,23 Outbound) (ClaimReported 5,23 UnsuspendedItem))
Found:591 Checked:31783 Candidates:402222  ((ClaimReported 5,23 UnsuspendedItem) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31784 Candidates:402221  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 Vehicle))
Found:591 Checked:31785 Candidates:402220  ((ClaimReported 0,23 Vehicle) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31786 Candidates:402219  ((ClaimSetup 0,23 Outbound) (ClaimReported 0,23 VehicleEdited))
Found:591 Checked:31787 Candidates:402218  ((ClaimReported 0,23 VehicleEdited) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31788 Candidates:402217  ((ClaimSetup 0,23 Outbound) (ClaimSetup 1,2 AssReRouteQueue))
Found:591 Checked:31789 Candidates:402216  ((ClaimSetup 1,2 AssReRouteQueue) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31790 Candidates:402215  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 AssToFileHandler))
Found:591 Checked:31791 Candidates:402214  ((ClaimSetup 0,23 AssToFileHandler) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31792 Candidates:402213  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 AudatexReceipt))
Found:591 Checked:31793 Candidates:402212  ((ClaimSetup 0,23 AudatexReceipt) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31794 Candidates:402211  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 ClaimActivityLog))
Found:591 Checked:31795 Candidates:402210  ((ClaimSetup 0,23 ClaimActivityLog) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31796 Candidates:402209  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 ClaimEdited))
Found:591 Checked:31797 Candidates:402208  ((ClaimSetup 0,23 ClaimEdited) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31798 Candidates:402207  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 COPSCarAsgSentCRP))
Found:591 Checked:31799 Candidates:402206  ((ClaimSetup 0,23 COPSCarAsgSentCRP) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31800 Candidates:402205  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,6 DocAddInProgress))
Found:591 Checked:31801 Candidates:402204  ((ClaimSetup 0,6 DocAddInProgress) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31802 Candidates:402203  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,6 DocumentAdded))
Found:591 Checked:31803 Candidates:402202  ((ClaimSetup 0,6 DocumentAdded) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31804 Candidates:402201  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 InitialContact))
Found:591 Checked:31805 Candidates:402200  ((ClaimSetup 0,23 InitialContact) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31806 Candidates:402199  ((ClaimSetup 0,23 Outbound) (ClaimSetup 0,23 LiabilityAnalysis))
Found:591 Checked:31807 Candidates:402198  ((ClaimSetup 0,23 LiabilityAnalysis) (ClaimSetup 0,23 Outbound))
Found:591 Checked:31808 Candidates:402197  ((ClaimSetup 0,23 PartyEdited) AssociatedToClaim)
Found:591 Checked:31809 Candidates:402196  (AssociatedToClaim (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31810 Candidates:402195  ((ClaimSetup 0,23 PartyEdited) AssociatedToParty)
Found:591 Checked:31811 Candidates:402194  (AssociatedToParty (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31812 Candidates:402193  ((ClaimSetup 0,23 PartyEdited) AssReRouteQueue)
Found:591 Checked:31813 Candidates:402192  (AssReRouteQueue (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31814 Candidates:402191  ((ClaimSetup 0,23 PartyEdited) AssRouteToOffice)
Found:591 Checked:31815 Candidates:402190  (AssRouteToOffice (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31816 Candidates:402189  ((ClaimSetup 0,23 PartyEdited) AssToFileHandler)
Found:591 Checked:31817 Candidates:402188  (AssToFileHandler (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31818 Candidates:402187  ((ClaimSetup 0,23 PartyEdited) AudatexReceipt)
Found:591 Checked:31819 Candidates:402186  (AudatexReceipt (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31820 Candidates:402185  ((ClaimSetup 0,23 PartyEdited) ChangedDocType)
Found:591 Checked:31821 Candidates:402184  (ChangedDocType (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31822 Candidates:402183  ((ClaimSetup 0,23 PartyEdited) ClaimActivityLog)
Found:591 Checked:31823 Candidates:402182  (ClaimActivityLog (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31824 Candidates:402181  ((ClaimSetup 0,23 PartyEdited) ClaimClosed)
Found:591 Checked:31825 Candidates:402180  (ClaimClosed (ClaimSetup 0,23 PartyEdited))
Found:591 Checked:31826 Candidates:402179  ((ClaimSetup 0,23 PartyEdited) ClaimEdited)
Distribution for ((ClaimSetup 0,23 PartyEdited) 0,5 ClaimEdited)
N_a: 13, N_ab: 12, Critical interval: ((0, 5)), P(success): 0.4067, p_value: 0.0002

Found:592 Checked:31827 Candidates:403382  (ClaimEdited (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31828 Candidates:403381  ((ClaimSetup 0,23 PartyEdited) ClaimReopened)
Found:592 Checked:31829 Candidates:403380  (ClaimReopened (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31830 Candidates:403379  ((ClaimSetup 0,23 PartyEdited) ClaimReported)
Found:592 Checked:31831 Candidates:403378  (ClaimReported (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31832 Candidates:403377  ((ClaimSetup 0,23 PartyEdited) ClaimSecured)
Found:592 Checked:31833 Candidates:403376  (ClaimSecured (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31834 Candidates:403375  ((ClaimSetup 0,23 PartyEdited) ClaimSetup)
Found:592 Checked:31835 Candidates:403374  (ClaimSetup (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31836 Candidates:403373  ((ClaimSetup 0,23 PartyEdited) ClaimSummary)
Found:592 Checked:31837 Candidates:403372  (ClaimSummary (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31838 Candidates:403371  ((ClaimSetup 0,23 PartyEdited) ClaimUnsecured)
Found:592 Checked:31839 Candidates:403370  (ClaimUnsecured (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31840 Candidates:403369  ((ClaimSetup 0,23 PartyEdited) CloseBlockRemoved)
Found:592 Checked:31841 Candidates:403368  (CloseBlockRemoved (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31842 Candidates:403367  ((ClaimSetup 0,23 PartyEdited) CloseBlockSet)
Found:592 Checked:31843 Candidates:403366  (CloseBlockSet (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31844 Candidates:403365  ((ClaimSetup 0,23 PartyEdited) Contact)
Found:592 Checked:31845 Candidates:403364  (Contact (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31846 Candidates:403363  ((ClaimSetup 0,23 PartyEdited) COPSCarAsgSentCRP)
Found:592 Checked:31847 Candidates:403362  (COPSCarAsgSentCRP (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31848 Candidates:403361  ((ClaimSetup 0,23 PartyEdited) COPSCarAsgSentPDR)
Found:592 Checked:31849 Candidates:403360  (COPSCarAsgSentPDR (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31850 Candidates:403359  ((ClaimSetup 0,23 PartyEdited) Correspondencsent)
Found:592 Checked:31851 Candidates:403358  (Correspondencsent (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31852 Candidates:403357  ((ClaimSetup 0,23 PartyEdited) Coverage)
Found:592 Checked:31853 Candidates:403356  (Coverage (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31854 Candidates:403355  ((ClaimSetup 0,23 PartyEdited) DocAddInProgress)
Found:592 Checked:31855 Candidates:403354  (DocAddInProgress (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31856 Candidates:403353  ((ClaimSetup 0,23 PartyEdited) DocumentAdded)
Found:592 Checked:31857 Candidates:403352  (DocumentAdded (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31858 Candidates:403351  ((ClaimSetup 0,23 PartyEdited) DocumentFiled)
Found:592 Checked:31859 Candidates:403350  (DocumentFiled (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31860 Candidates:403349  ((ClaimSetup 0,23 PartyEdited) EOBSent)
Found:592 Checked:31861 Candidates:403348  (EOBSent (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31862 Candidates:403347  ((ClaimSetup 0,23 PartyEdited) EORSent)
Found:592 Checked:31863 Candidates:403346  (EORSent (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31864 Candidates:403345  ((ClaimSetup 0,23 PartyEdited) FYISent)
Found:592 Checked:31865 Candidates:403344  (FYISent (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31866 Candidates:403343  ((ClaimSetup 0,23 PartyEdited) grpPymtSubmit)
Found:592 Checked:31867 Candidates:403342  (grpPymtSubmit (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31868 Candidates:403341  ((ClaimSetup 0,23 PartyEdited) Inbound)
Found:592 Checked:31869 Candidates:403340  (Inbound (ClaimSetup 0,23 PartyEdited))
Found:592 Checked:31870 Candidates:403339  ((ClaimSetup 0,23 PartyEdited) InitialContact)
Distribution for ((ClaimSetup 0,23 PartyEdited) 0,4 InitialContact)
N_a: 11, N_ab: 10, Critical interval: ((0, 4)), P(success): 0.3650, p_value: 0.0003

Found:593 Checked:31871 Candidates:404532  (InitialContact (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31872 Candidates:404531  ((ClaimSetup 0,23 PartyEdited) IsoAutUpdRpt)
Found:593 Checked:31873 Candidates:404530  (IsoAutUpdRpt (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31874 Candidates:404529  ((ClaimSetup 0,23 PartyEdited) IsoDataErrRpt)
Found:593 Checked:31875 Candidates:404528  (IsoDataErrRpt (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31876 Candidates:404527  ((ClaimSetup 0,23 PartyEdited) IsoMatchRpt)
Found:593 Checked:31877 Candidates:404526  (IsoMatchRpt (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31878 Candidates:404525  ((ClaimSetup 0,23 PartyEdited) IsoNoMatchRpt)
Found:593 Checked:31879 Candidates:404524  (IsoNoMatchRpt (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31880 Candidates:404523  ((ClaimSetup 0,23 PartyEdited) ItemCompleteDenial)
Found:593 Checked:31881 Candidates:404522  (ItemCompleteDenial (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31882 Candidates:404521  ((ClaimSetup 0,23 PartyEdited) ItmReAssToFHndler)
Found:593 Checked:31883 Candidates:404520  (ItmReAssToFHndler (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31884 Candidates:404519  ((ClaimSetup 0,23 PartyEdited) LiabilityAnalysis)
Found:593 Checked:31885 Candidates:404518  (LiabilityAnalysis (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31886 Candidates:404517  ((ClaimSetup 0,23 PartyEdited) makePaymentSubmit)
Found:593 Checked:31887 Candidates:404516  (makePaymentSubmit (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31888 Candidates:404515  ((ClaimSetup 0,23 PartyEdited) ManualDeny)
Found:593 Checked:31889 Candidates:404514  (ManualDeny (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31890 Candidates:404513  ((ClaimSetup 0,23 PartyEdited) ManualPayment)
Found:593 Checked:31891 Candidates:404512  (ManualPayment (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31892 Candidates:404511  ((ClaimSetup 0,23 PartyEdited) Medical)
Found:593 Checked:31893 Candidates:404510  (Medical (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31894 Candidates:404509  ((ClaimSetup 0,23 PartyEdited) Medicare)
Found:593 Checked:31895 Candidates:404508  (Medicare (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31896 Candidates:404507  ((ClaimSetup 0,23 PartyEdited) MedicareNotify)
Found:593 Checked:31897 Candidates:404506  (MedicareNotify (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31898 Candidates:404505  ((ClaimSetup 0,23 PartyEdited) MovefromClaim)
Found:593 Checked:31899 Candidates:404504  (MovefromClaim (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31900 Candidates:404503  ((ClaimSetup 0,23 PartyEdited) MovetoClaim)
Found:593 Checked:31901 Candidates:404502  (MovetoClaim (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31902 Candidates:404501  ((ClaimSetup 0,23 PartyEdited) MultDocAddBegin)
Found:593 Checked:31903 Candidates:404500  (MultDocAddBegin (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31904 Candidates:404499  ((ClaimSetup 0,23 PartyEdited) MultipleDocAdded)
Found:593 Checked:31905 Candidates:404498  (MultipleDocAdded (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31906 Candidates:404497  ((ClaimSetup 0,23 PartyEdited) MutliEOBSent)
Found:593 Checked:31907 Candidates:404496  (MutliEOBSent (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31908 Candidates:404495  ((ClaimSetup 0,23 PartyEdited) NoteTrnsFrm)
Found:593 Checked:31909 Candidates:404494  (NoteTrnsFrm (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31910 Candidates:404493  ((ClaimSetup 0,23 PartyEdited) Outbound)
Found:593 Checked:31911 Candidates:404492  (Outbound (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31912 Candidates:404491  ((ClaimSetup 0,23 PartyEdited) PartyAdded)
Found:593 Checked:31913 Candidates:404490  (PartyAdded (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31914 Candidates:404489  ((ClaimSetup 0,23 PartyEdited) PartyEdited)
Found:593 Checked:31915 Candidates:404488  (PartyEdited (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31916 Candidates:404487  ((ClaimSetup 0,23 PartyEdited) PaymentBlockSet)
Found:593 Checked:31917 Candidates:404486  (PaymentBlockSet (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31918 Candidates:404485  ((ClaimSetup 0,23 PartyEdited) PerilActivity)
Found:593 Checked:31919 Candidates:404484  (PerilActivity (ClaimSetup 0,23 PartyEdited))
Found:593 Checked:31920 Candidates:404483  ((ClaimSetup 0,23 PartyEdited) Perils/Reserves)
